id,title,link,district,bizcircle,tagList,onsale,onrent,year,housetype,cost,service,company,building_num,house_num,price,city,validdate
1111041153632,"通用时代国际中心",https://bj.lianjia.com/xiaoqu/1111041153632/,"朝阳","建国门外","近地铁1号线永安里站",0,0,"2004年建成","塔楼","6.8元/平米/月","国贸物业酒店管理有限公司","北京通润房地产开发有限公司","1栋","310户","暂无",bj,"2019-11-08 16:44:52.480739"
1111027377391,"京泰大厦",https://bj.lianjia.com/xiaoqu/1111027377391/,"朝阳","建国门外","近地铁1号线建国门站",0,0,"1996年建成","板楼","暂无信息","暂无信息","暂无信息","1栋","162户","暂无",bj,"2019-11-08 16:44:52.481521"
1111027379743,"双子座大厦",https://bj.lianjia.com/xiaoqu/1111027379743/,"朝阳","建国门外","近地铁1号线永安里站",0,0,"暂无信息","塔楼","暂无信息","暂无信息","暂无信息","1栋","1户","暂无",bj,"2019-11-08 16:44:52.485436"
1111027382419,"治国胡同",https://bj.lianjia.com/xiaoqu/1111027382419/,"东城","建国门外","近地铁2号线北京站站",0,0,"暂无信息","未知类型","暂无信息","暂无信息","暂无信息","10栋","40户","暂无",bj,"2019-11-08 16:44:52.485556"
1111042846038,"侯位胡同10号院",https://bj.lianjia.com/xiaoqu/1111042846038/,"东城","建国门外","近地铁1号线东单站",0,0,"1980年建成","板楼","暂无信息","暂无信息","暂无信息","1栋","6户","暂无",bj,"2019-11-08 16:44:52.485789"
1111027374598,"国际大厦",https://bj.lianjia.com/xiaoqu/1111027374598/,"朝阳","建国门外","近地铁1号线建国门站",0,0,"暂无信息","塔楼","暂无信息","暂无信息","暂无信息","1栋","560户","暂无",bj,"2019-11-08 16:44:52.485925"
1111027377119,"建国公寓",https://bj.lianjia.com/xiaoqu/1111027377119/,"朝阳","建国门外","近地铁1号线建国门站",0,0,"2001年建成","塔楼","5元/平米/月","国贸物业管理有限公司","北京裕金房地产开发有限公司","1栋","180户","暂无",bj,"2019-11-08 16:44:52.486057"
1111027379641,"三源胡同",https://bj.lianjia.com/xiaoqu/1111027379641/,"东城","建国门外","近地铁1号线东单站",0,0,"暂无信息","平房","暂无信息","暂无信息","暂无信息","10栋","37户","暂无",bj,"2019-11-08 16:44:52.486179"
1111046751926,"言志胡同",https://bj.lianjia.com/xiaoqu/1111046751926/,"西城","西单","近地铁1号线西单站",0,0,"暂无信息","未知类型","暂无信息","暂无信息","暂无信息","1栋","4户","暂无",bj,"2019-11-08 16:47:40.380400"
1111100554096,"百荣嘉园",https://bj.lianjia.com/xiaoqu/1111100554096/,"东城","永定门","近地铁14号线东段永定门外站",0,1,"2015年建成","塔板结合","1.88元/平米/月","北京中原华夏物业管理有限公司","北京百荣房地产开发有限公司","4栋","2646户",47934,bj,"2019-11-08 16:48:34.799321"
1111027381586,"邮电器材宿舍",https://bj.lianjia.com/xiaoqu/1111027381586/,"丰台","永定门","近地铁4号线大兴线北京南站站",0,0,"1992年建成","板楼","暂无信息","暂无信息","暂无信息","1栋","324户","暂无",bj,"2019-11-08 16:48:34.800086"
1111027380014,"天坛东路37号",https://bj.lianjia.com/xiaoqu/1111027380014/,"东城","左安门","近地铁5号线天坛东门站",0,0,"暂无信息","塔板结合","暂无信息","暂无信息","暂无信息","2栋","49户","暂无",bj,"2019-11-08 16:48:51.970128"
1111046863108,"天坛东路",https://bj.lianjia.com/xiaoqu/1111046863108/,"东城","左安门","近地铁5号线天坛东门站",0,0,"1970年建成","板楼","1.5元/平米/月","北京利达汇通物业","北京城建集团","3栋","4户","暂无",bj,"2019-11-08 16:48:51.970255"
1111046727072,"双玉中街37号院",https://bj.lianjia.com/xiaoqu/1111046727072/,"东城","左安门","近地铁5号线天坛东门站",0,0,"1980年建成","板楼","0.5元/平米/月","无物业管理服务","无开发商","5栋","134户","暂无",bj,"2019-11-08 16:48:51.970646"
1111027374573,"感化胡同14号院",https://bj.lianjia.com/xiaoqu/1111027374573/,"西城","长椿街","近地铁2号线长椿街站",0,0,"1974年建成","板楼","0.53元/平米/月","暂无信息","北京市宣武区房地产经营开发公司","2栋","78户",93071,bj,"2019-11-08 16:50:18.737733"
1111027377641,"康乐里小区",https://bj.lianjia.com/xiaoqu/1111027377641/,"西城","长椿街","近地铁2号线长椿街站",3,1,"1999年建成","塔楼","2.5至2.55元/平米/月","北京恒达物业管理有限责任公司","无开发商","8栋","936户",107537,bj,"2019-11-08 16:50:18.738056"
1111027379644,"思源胡同28号院",https://bj.lianjia.com/xiaoqu/1111027379644/,"西城","长椿街","近地铁7号线广安门内站",1,0,"1984年建成","板楼","暂无信息","单位自管物业","无开发商","2栋","132户",98821,bj,"2019-11-08 16:50:18.738200"
1111027374575,"感化胡同3号院",https://bj.lianjia.com/xiaoqu/1111027374575/,"西城","长椿街","近地铁2号线长椿街站",13,2,"1978年建成","板楼","0.5至0.55元/平米/月","北京诚信永物业管理有限公司","无开发商","10栋","624户",104654,bj,"2019-11-08 16:50:18.738341"
1111027381636,"岳峰园",https://bj.lianjia.com/xiaoqu/1111027381636/,"西城","长椿街","近地铁4号线大兴线菜市口站",0,0,"1990年建成","塔楼","1.85元/平米/月","北京岳安物业管理有限责任公司","北京岳安实业股份有限公司","3栋","396户",76147,bj,"2019-11-08 16:50:18.738468"
1111027374748,"广信嘉园",https://bj.lianjia.com/xiaoqu/1111027374748/,"西城","长椿街","近地铁7号线广安门内站",11,4,"2002年建成","塔楼","2.5元/平米/月","北京峪东住宅管理服务中心","北京市门头沟区建设开发公司","4栋","440户",73462,bj,"2019-11-08 16:50:18.738616"
1111027374791,"广义街10号院",https://bj.lianjia.com/xiaoqu/1111027374791/,"西城","长椿街","近地铁7号线广安门内站",5,3,"1992年建成","板楼","1.5至2元/平米/月","北京麦斯顿物业管理有限公司","无开发商","6栋","511户",99111,bj,"2019-11-08 16:50:18.738735"
1111027379487,"三庙大院",https://bj.lianjia.com/xiaoqu/1111027379487/,"西城","长椿街","近地铁2号线长椿街站",3,0,"1990年建成","板楼","暂无信息","无物业管理服务","北京市宣武区房地产经营开发公司","2栋","273户",101354,bj,"2019-11-08 16:50:18.738852"
1111027378031,"老墙根38号院",https://bj.lianjia.com/xiaoqu/1111027378031/,"西城","长椿街","近地铁4号线大兴线菜市口站",7,0,"1997年建成","板楼/塔板结合","0.58元/平米/月","暂无信息","北京市宣武区房地产经营开发公司","5栋","478户",111699,bj,"2019-11-08 16:50:18.738988"
1111027376337,"长椿街",https://bj.lianjia.com/xiaoqu/1111027376337/,"西城","长椿街","近地铁2号线长椿街站",5,1,"1950年建成","板楼","暂无信息","房管所代管物业","无开发商","15栋","1017户",89284,bj,"2019-11-08 16:50:18.739380"
1111027375821,"报国寺东夹道1号东院",https://bj.lianjia.com/xiaoqu/1111027375821/,"西城","长椿街","近地铁7号线广安门内站",2,1,"1957年建成","板楼","0.55元/平米/月","北京盛谷华物业管理有限责任公司","无开发商","5栋","469户",94785,bj,"2019-11-08 16:50:18.739551"
1111027377345,"锦上国际公寓",https://bj.lianjia.com/xiaoqu/1111027377345/,"西城","长椿街","近地铁7号线广安门内站",7,1,"2007年建成","塔楼/板楼","4.75元/平米/月","北京富润物业管理有限公司","北京市天工房地产开发有限责任公司","1栋","400户",73730,bj,"2019-11-08 16:50:18.739668"
1111027374889,"槐柏树街南里",https://bj.lianjia.com/xiaoqu/1111027374889/,"西城","长椿街","近地铁7号线广安门内站",4,0,"1980年建成","板楼","暂无信息","街道办事处（委员会）代管物业","北京金隅大成开发有限公司","12栋","2219户",93666,bj,"2019-11-08 16:50:18.739844"
1111027379491,"三庙街",https://bj.lianjia.com/xiaoqu/1111027379491/,"西城","长椿街","近地铁2号线长椿街站",6,0,"1976年建成","板楼","暂无信息","街道办事处（委员会）代管物业","北京市房屋管理局","9栋","765户",104280,bj,"2019-11-08 16:50:18.740090"
1111027374809,"广义里小区",https://bj.lianjia.com/xiaoqu/1111027374809/,"西城","长椿街","近地铁7号线广安门内站",3,3,"1970年建成","板楼","1元/平米/月","北京天下佳城物业管理有限公司","南通佳城置业有限公司","13栋","895户",112143,bj,"2019-11-08 16:50:18.740221"
1111027374888,"槐柏树街北里",https://bj.lianjia.com/xiaoqu/1111027374888/,"西城","长椿街","近地铁7号线广安门内站",8,4,"1980年建成","板楼","暂无信息","北京市宣武区房地产管理局","无开发商","9栋","854户",101853,bj,"2019-11-08 16:50:18.740326"
1111027380596,"西便门内大街97号院",https://bj.lianjia.com/xiaoqu/1111027380596/,"西城","长椿街","近地铁7号线广安门内站",1,2,"1979年建成","板楼/平房","0.5元/平米/月","街道办事处（委员会）代管物业","北京绿都源房地产开发有限公司","2栋","268户",96710,bj,"2019-11-08 16:50:18.740693"
1111027374796,"广义街甲6号院",https://bj.lianjia.com/xiaoqu/1111027374796/,"西城","长椿街","近地铁7号线广安门内站",1,1,"1986年建成","板楼","暂无信息","暂无信息","海城佳城置业有限公司","1栋","139户",95040,bj,"2019-11-08 16:50:18.740814"
1111027374886,"槐柏树街",https://bj.lianjia.com/xiaoqu/1111027374886/,"西城","长椿街","近地铁2号线长椿街站",2,0,"1956年建成","板楼/塔板结合","1元/平米/月","北京宣房物业管理有限公司","北京市房屋管理局","8栋","726户",101129,bj,"2019-11-08 16:50:18.740919"
1111027375822,"报国寺东夹道1号西院",https://bj.lianjia.com/xiaoqu/1111027375822/,"西城","长椿街","近地铁7号线广安门内站",1,0,"1980年建成","板楼","0.55元/平米/月","北京盛谷华物业管理有限责任公司","无开发商","2栋","46户",96712,bj,"2019-11-08 16:50:18.741047"
1111027375825,"报国寺西夹道32号院",https://bj.lianjia.com/xiaoqu/1111027375825/,"西城","长椿街","近地铁7号线广安门内站",0,1,"1984年建成","板楼","暂无信息","单位自管物业","无开发商","1栋","50户",90901,bj,"2019-11-08 16:50:18.741306"
1111027375331,"核桃园",https://bj.lianjia.com/xiaoqu/1111027375331/,"西城","长椿街","近地铁7号线广安门内站",2,0,"1979年建成","板楼","暂无信息","街道办事处（委员会）代管物业","北京市天工房地产开发有限责任公司","5栋","332户",91942,bj,"2019-11-08 16:50:18.741424"
1111027376355,"长椿苑",https://bj.lianjia.com/xiaoqu/1111027376355/,"西城","长椿街","近地铁4号线大兴线菜市口站",3,0,"1998年建成","板楼/塔板结合","1.85至1.9元/平米/月","北京安恒泰物业管理有限公司","新华房地产开发公司","3栋","276户",95648,bj,"2019-11-08 16:50:18.741566"
1111027374474,"广安门北街",https://bj.lianjia.com/xiaoqu/1111027374474/,"西城","长椿街","近地铁7号线广安门内站",3,3,"1960年建成","塔楼/板楼/塔板结合","1至1.5元/平米/月","暂无信息","无","3栋","1294户",94075,bj,"2019-11-08 16:50:18.741677"
1111027376338,"长椿街12号院",https://bj.lianjia.com/xiaoqu/1111027376338/,"西城","长椿街","近地铁2号线长椿街站",2,2,"2000年建成","板楼","暂无信息","单位自管物业","无开发商","1栋","231户",103823,bj,"2019-11-08 16:50:18.741797"
1111027379241,"善果胡同2号院",https://bj.lianjia.com/xiaoqu/1111027379241/,"西城","长椿街","近地铁7号线广安门内站",1,0,"1994年建成","板楼","暂无信息","单位自管物业","无开发商","2栋","72户",95930,bj,"2019-11-08 16:50:18.741926"
1111027380595,"西便门内大街79号院",https://bj.lianjia.com/xiaoqu/1111027380595/,"西城","长椿街","近地铁7号线广安门内站",8,2,"1953年建成","板楼","0.5元/平米/月","街道办事处（委员会）代管物业","中国城市建设开发有限公司","20栋","1107户",82288,bj,"2019-11-08 16:50:18.742029"
1111041091354,"信息大厦",https://bj.lianjia.com/xiaoqu/1111041091354/,"西城","长椿街","近地铁7号线广安门内站",0,0,"暂无信息","塔楼","暂无信息","暂无信息","暂无信息","1栋","200户","暂无",bj,"2019-11-08 16:50:26.353303"
1111027379242,"善果胡同甲6号院",https://bj.lianjia.com/xiaoqu/1111027379242/,"西城","长椿街","近地铁7号线广安门内站",0,0,"暂无信息","板楼","暂无信息","暂无信息","暂无信息","1栋","216户","暂无",bj,"2019-11-08 16:50:26.353958"
1111027379239,"善果胡同10号院",https://bj.lianjia.com/xiaoqu/1111027379239/,"西城","长椿街","近地铁7号线广安门内站",0,0,"暂无信息","板楼","0.8元/平米/月","单位自管物业","暂无信息","1栋","1户","暂无",bj,"2019-11-08 16:50:26.354101"
1111046964828,"乐凯大厦",https://bj.lianjia.com/xiaoqu/1111046964828/,"西城","长椿街","近地铁7号线广安门内站",0,0,"暂无信息","塔楼","暂无信息","暂无信息","暂无信息","1栋","57户","暂无",bj,"2019-11-08 16:50:26.354246"
1111046221237,"天宁广场",https://bj.lianjia.com/xiaoqu/1111046221237/,"西城","长椿街","近地铁2号线长椿街站",0,0,"暂无信息","塔楼","暂无信息","暂无信息","暂无信息","1栋","285户","暂无",bj,"2019-11-08 16:50:26.354366"
1111027374789,"广义街",https://bj.lianjia.com/xiaoqu/1111027374789/,"西城","长椿街","近地铁7号线广安门内站",1,0,"1958年建成","板楼","暂无信息","无物业管理服务","北京市宣武区房地产经营开发公司","4栋","72户",75553,bj,"2019-11-08 16:50:26.354527"
1111046838345,"育强胡同",https://bj.lianjia.com/xiaoqu/1111046838345/,"西城","长椿街","近地铁2号线长椿街站",0,0,"暂无信息","未知类型","暂无信息","暂无信息","暂无信息","2栋","3户","暂无",bj,"2019-11-08 16:50:26.354702"
1111027373931,"丹通大厦",https://bj.lianjia.com/xiaoqu/1111027373931/,"西城","长椿街","近地铁7号线广安门内站",0,0,"暂无信息","塔楼","暂无信息","暂无信息","暂无信息","1栋","551户","暂无",bj,"2019-11-08 16:50:26.354861"
1111046852092,"胜利二巷",https://bj.lianjia.com/xiaoqu/1111046852092/,"西城","长椿街","近地铁7号线广安门内站",0,0,"1980年建成","板楼","0.53元/平米/月","暂无信息","北京市宣武区城市建设综合开发总公司","4栋","7户","暂无",bj,"2019-11-08 16:50:26.354993"
